,0,1,2,3
135,sepultura,Nation,Valtio,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
136,sepultura,Nation,Bela Lugosi's Dead,"White on white
Translucent black capes
Back on the rack
Back on the rack

The bats have left
The bell tower
The victims have
Have been bled

Red velvet lines
The blackened box
The blackened box

Bela Lugosi's dead
Undead, undead, undead

The virginal brides file past his tomb
Strewn with time's dead flowers

Bereft in
Deathly bloom
Alone in a
Darkened room
The count
The count

Bela Lugosi's dead
Undead, undead, undead...
Undead, undead, undead, undead...
Undead, undead, undead, undead...
Undead, undead, undead, undead...
Undead, undead, undead, undead...
Undead, undead, undead, undead..."
137,sepultura,Nation,Annihilation,"From dehumanization to arms production
For the benefit of the nation or its destruction
Power is power
It's the law of the land
Those who live for death
Will die by their own hands
Life is no ordeal if you can come to terms
Reject the system which dictates the norm
From dehumanization to arms production
For the benefit of the nation or its destruction
It's your choice!

Peace or annihilation!

Annihilation is to one, the means to an end
Armageddon, the war to end all wars
The extremists' dead

Annihilation, annihilation, annihilation
Destruction, destruction, destruction

Streets are on fire, death in our wake
Cars overturned, bodies are raped

You go on preaching religious dogma
While paying for and sanctioning vicious murder

Annihilation, annihilation, annihilation
Destruction, destruction, destruction

Streets are on fire, death in our wake
Cars overturned, seen it before

Annihilation is to one, the means to an end
Armageddon, the war to end all wars
The extremists' end

Playing with people's lives using their minds
You want total control, stay in the line

Annihilation, annihilation, judgment day
Armageddon, Armageddon
Are you going to let them blow you away?"
138,sepultura,Nation,Rise Above,"Jealous cowards try to control
Rise above, we're gotta rise above
They distort what we say
Rise above, we're gotta rise above
Try and stop what we do
Rise above, we're gotta rise above
When they can't do it themselves
Rise above, we're gotta rise above

We are tired of your abuse
Try to stop us it's no use

Society's arms of control
Rise above, we're gotta rise above
Think they're smart; can't think for themselves
Rise above, we're gotta rise above
Laugh at us, behind our backs
Rise above, we're gotta rise above
I find satisfaction, in what they lack
Rise above, we're gotta rise above

We are tired of your abuse
Try to stop us it's no use

We are tired of your abuse
Try to stop us it's no use

We were born with a chance
Rise above, we're gotta rise above
I am gonna have my chance
Rise above, we're gotta rise above
We were born with a chance
Rise above, we're gotta rise above
I am gonna have my chance

Rise! Rise!
Rise above!
Rise above!
Rise above!
Rise above!
Rise above!"
139,sepultura,Nation,Revolt (Demo),"Police intervention
The lie from the government
They cannot feel
They cannot see

Can't perceive they at the boundary
Same things they cannot see
Can't perceive they at the boundary
Same things they cannot see

The will to revolution
Lie to build the fear
For things to do
To fight for all

Even when we die, you won't take it way
Even when we die, you won't take it way
Even when we die, you won't take it way
Make a stand!

No surrender, still unhurt, exile!

In a city of mud we live
Was living in chances
Burn the lies and battle war
Men are fighting for their dreams

Revolt! Revolt!
Revolt! Revolt!
Revolt! Revolt!
Revolt! Revolt!

So pure and poor nation
Control everything
Exploit the world
Exploit the land

No surrender, still unhurt, exile!

In a city of mud we live
Was living in chances
Burn the lies and battle war
Men are fighting for their dreams

Revolt! Revolt!
Revolt! Revolt!
Revolt! Revolt!
Revolt! Revolt!

Revolt!"
140,sepultura,Nation,Roots Bloody Roots,"Roots, bloody roots
Roots, bloody roots
Roots, bloody roots
Roots, bloody roots

I
Believe in our fate
We don't need to fake
It's all we wanna be
Watch me freak

I say
We're growing every day
Getting stronger in every way
I'll take you to a place
Where we shall find our

Roots, bloody roots
Roots, bloody roots
Roots, bloody roots
Roots, bloody roots

Rain
Bring me the strength
Is breeding me this way
To get to another day
And all I want to see
Set us free

Why
Can't you see
Can't you feel
This is real
Ahh

I pray
We don't need to change
Our ways to be saved
That all we wanna be
Watch us freak"
141,sepultura,Revolusongs EP,Messiah,"This our way, we can not turn.
We've reached our time, this world must burn.

Messiah

Judgement day, no guilt
Our task, let us pray
Six six six, in the works
Demon seed, invades the earth

Messiah

This our way, we can not turn.
We've reached our time, this world must burn.
Knowlege lost, there is no shame.
This our way, we can not turn.

Messiah"
142,sepultura,Revolusongs EP,Angel,"You are my angel
Come from way above
(To bring me love) To bring me love

Her eyes
She's on the dark side
Neutralize
Everyone in sight

To love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you

You are my devil
Come for me
Wake me, love
To bring me hate

To hate you, hate you, hate you, hate you
Hate you, hate you, hate you
To hate you, hate you, hate you, hate you
Hate you, hate you, hate you
To hate you, hate you, hate you, hate you
Hate you, hate you, hate you
To hate you, hate you, hate you, hate you
Hate you, hate you, hate you"
143,sepultura,Revolusongs EP,Black Steel In The Hour Of Chaos,"I got a letter from the government
The other day
I opened and read it
It said they were suckers
They wanted me for their army or whatever
Picture me given' a damn I said never
Here is a land that never gave a damn
About a brother like me and myself
Because they never did
I wasn't wit' it but just that very minute...
It occurred to me
The suckers had authority
Cold sweatin' as I dwell in my cell
How long has it been?
They got me sittin' in the state pen
I gotta get out - but that thought was thought before
I contemplated a plan on the cell floor
I'm not a fugitive on the run
But a brother like me begun - to be another one
Public enemy servin' time - they drew the line y'all
To criticize me some crime - never the less
They could not understand that I'm a Black man
And I could never be a veteran
On the strength, the situation's unreal
I got a raw deal, so I'm goin' for the steel

They got me rottin' in the time that I'm servin'
Tellin' you what happened the same time they're throwin'
4 of us packed in a cell like slaves - oh well
The same motherfucker got us livin' is his hell
You have to realize - what it's a form of slavery
Organized under a swarm of devils
Straight up - word'em up on the level
The reasons are several, most of them federal
Here is my plan anyway and I say
I got gusto, but only some I can trust - yo
Some do a bid from 1 to 10
And I never did, and plus I never been
I'm on a tier where no tears should ever fall
Cell block and locked - I never clock it y'all
'Cause time and time again time
They got me servin' to those and to them
I'm not a citizen
But ever when I catch a C-O
Sleepin' on the job - my plan is on go-ahead
On the strength, I'm tell you the deal
I got nothin' to lose
'Cause I'm goin' for the steel

You know I caught a C-O
Fallin' asleep on death row
I grabbed his gun - then he did what I said so
And everyman's got served
Along with the time they served
Decency was deserved
To understand my demands
I gave a warnin' - I wanted the governor, y'all
And plus the warden to know
That I was innocent -
Because I'm militant
Posing a threat, you bet it's fuckin' up the government
My plan said I had to get out and break north
Just like with Oliver's neck
I had to get off - my boys had the feds in check
They couldn't do nothin'
We had a force to instigate a prison riot
This is what it takes for peace
So I just took the piece
Black for Black inside time to cut the leash
Freedom to get out - to the ghetto - no sell out
6 C-Os we got we ought to put their head out
But I'll give 'em a chance, 'cause I'm civilized
As for the rest of the world, they can't realize
A cell is hell - I'm a rebel so I rebel
Between bars, got me thinkin' like an animal
Got a woman C-O to call me a copter
She tried to get away, and I popped her
Twice, right
Now who wanna get nice?
I had 6 C-Os, now it's 5 to go
And I'm serious - call me delirious
But I'm still a captive
I gotta rap this
Time to break as time grows intense
I got the steel in my right hand
Now I'm lookin' for the fence

I ventured into the courtyard
Followed by 52 brothers
Bruised, battered, and scarred but hard
Goin' out with a bang
Ready to bang out
But power from the sky
And from the tower shots rang out
A high number of dose - yes
And some came close
Figure I trigger my steel
Stand and hold my post
This is what I mean - an anti-nigger machine
If I come out alive and then they won't - come clean
And then I threw up my steel bullets - flew up
Blew up, who shot...
What, who, the bazooka was who
And to my rescue, it was the S1Ws
Secured my getaway, so I just gotaway
The joint broke, from the black smoke
Then they saw it was rougher than the average bluffer
'Cause the steel was black, the attitude exact
Now the chase is on tellin' you to c'mon
53 brothers on the run, and we are gone"
144,sepultura,Revolusongs EP,Mongoloid,"Mongoloid he was a mongoloid
Happier than you and me
Mongoloid he was a mongoloid
And it determined what he could see
Mongoloid he was a mongoloid
One chromosome too many
Mongoloid he was a mongoloid
And it determined what he could see
And he wore a hat
And he had a job
And he brought home the bacon
So that no one knew
Mongoloid he was a mongoloid
His friends were unaware
Mongoloid he was a mongoloid
Nobody even cared"
145,sepultura,Revolusongs EP,Mountain Song,"Comin' down the mountain
One of many children
Everybody has
Their own opinion
Everybody has
Their own opinion
Holding it back
Hurts so bad
Jumping out of my flesh
And I said -
Cash in!
Cash in now honey
Cash in now
Cash in now
Cash in now honey
Cash in miss smith
Cash in now!

I was comin' down the mountain
Met a child she had pin eyes
We had the same opinion
Had the same opinion
She was holding it back
It hurts do bad
Jumping out of her flesh
And I said -
Cash in!
Cash in now honey
Cash in now
Cash in now
Cash in now honey
Cash in miss smith
Cash in now!"
146,sepultura,Revolusongs EP,Piranha,"Slicing jaws a way of life
Brought up to waste mankind
Loki's pets his little children
Deadly every time

Trapped in swamps by gates of hell

Don't ever: let them out
For if you do and they escape
You'll fight a bloody bout

Piranha kill in a pack - you'll run
Piranha start to attack - you'll done
If you think you can beat - deadly school
If you think you can live - you're a fool

Gates of hell are old and cracked
They tumble and they fall
Out rush a bloody wall of death
To kill anything at all
Their sole mission is t0 kill
Strip your bones and flesh
Rip out your eyes tear off your face
An agonizing death

Piranha kill in a pack - you'll run
Piranha start to attack - you're done
If you think you can beat - deadly school
If you think you can live - you're a fool"
